customer_tweet_id,customer_text,brand_text,true_intent,true_escalation,notes
2098979,@Uber_Support I don’t want her to pay for this ride and I can’t cancel because it been over 5 mind,@619989 We responded to your DM! Check your inbox for our message.,ride_cancellation_delay,AUTO_HANDLE,Dispute regarding driver cancellation or prolonged wait.
508760,@Uber_Support @236848 Ok. Done. Hope to hear and solve this issue soon. Thank you so much!,"@236454 Hi, Lagos! Here to help. Kindly send us your email address so our team can follow-up.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1660473,@Uber_Support not working. Cancellation fee problem. No help at all.,@506530 Here to help! Send us a note here https://t.co/h840Iouehc so we can further assist.,ride_cancellation_delay,AUTO_HANDLE,Dispute regarding driver cancellation or prolonged wait.
1162937,"What's wrong with #Uber drivers? Rude, impatient, unprofessional. This oldie, so arrogant. Took 40 mins for a dist of 15 mins. @Uber_Support https://t.co/TnWiGVKWdV",@393575 We're currently reviewing your email and will be in touch shortly. We appreciate your patience.,driver_conduct,ESCALATE,Customer reports abusive or non-compliant driver behavior.
1353714,@Uber_Support hi so I have never used Uber before and aren’t new users supposed to get their first ride free? Cause I don’t see it anywhere,@435691 Here to help. Kindly send a note here: https://t.co/QDn91HzZV0 so our team will get in touch.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
318909,Hi response is not satisfactory. Do you think you have capacity to answer query @Uber_Support @116288 @192081 @3924 https://t.co/o7kZeoCl5T,@192080 Hello! Thanks for your patience. Please check your DM for our reply.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1695469,"@Uber_Support a recent trend - drivers refusing to let riders update drop location , happened twice in past 2 days!  This is inconvenient","@514379 We're happy to help, Anirban. Connect with us via the 'Help' tab within your app and a member of our team will be in touch shortly.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1886097,Hey @Uber_Support my “$10 off your first order” promo didn’t go through. Very frustrated right now and I’d appreciate some help with this!,"@562553 We're sorry to hear this promo issue, Trevor! Sign in and visit us at https://t.co/I7jFRbJ5yY so we can help you resolve this.",promo_credit_issue,AUTO_HANDLE,"Promotion, voucher, or referral discount inquiry."
165870,"@Uber_Support Thanks, but please read my question. Went to an Uber Local restaurant (NOT Uber Eats). Was supposed to get a 10% credit. It's listed as a November participant. How do I get my credit?",@154515 Happy to take a closer look! Send us a DM with your email address so we can follow up.,promo_credit_issue,AUTO_HANDLE,"Promotion, voucher, or referral discount inquiry."
1141167,"@Uber_Support I got ""flagged"" by your system falsely and now I cannot use your PROMO codes, talked to CC and very disappointed - uninstaling",@388618 We can definitely take a look! Send us a DM with your email address so we can follow up.,promo_credit_issue,AUTO_HANDLE,"Promotion, voucher, or referral discount inquiry."
1284624,"@Uber_Support When you receive your kebab but no pitta breads and the restaurant says ""contact Uber"" but the app won't let you!","@420500 We're here to help, John. Can you please send us a DM with your email address so we can connect?",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
931863,"@Uber_Support Done, thanks! Also,  another Q: is the 10€ bonus off the first trip subject to any limitations or minimum fare? Trip estimate on UX is 12-17. Thanks",@341047 Happy to further assist you. Please send us a note at https://t.co/OhfgxSAY58 and we'll be happy to look into this for you.,trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
40586,"@Uber_Support 
When I try to order an Uber I am told that my method of payment is invalid. Several friends in Sweden have the same issue.",@124909 Hey Olle! Can you please provide your account email so can look into this issue for you? We will follow up.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
445692,"@Uber_Support
I just wanted to order from uber eats when i entered all my details it asked me to enter my credit card details when i submitted there was a charges of 65/-Rs which got debited from my account i tried again submitting but unfortunately again 65/-RS was been debited","@220542 Send us a note here; https://t.co/3eYc7vcfLU, and our team will be able to help!",promo_credit_issue,AUTO_HANDLE,"Promotion, voucher, or referral discount inquiry."
1677167,@Uber_Support hi i need some help. Unable to sign in my account and cant request help cause the web prompts me to sign in first! Help!,@510160 Sorry to hear the trouble! Let's get this sorted out via https://t.co/BDlHSjUF9c and a member of our team will be in contact. Thanks.,account_access,ESCALATE,Security/account credential issue requiring human verification.
407570,@Uber_Support i have $15 in my uber credits but started off with $30. only used $5 of it so i should have $25. whats going on???,@212148 Oh no! Please DM us the email linked to your account so we can look into this for you. We look forward to your response.,promo_credit_issue,AUTO_HANDLE,"Promotion, voucher, or referral discount inquiry."
2451746,@Uber_Support 3 DAYS AGO THE @115873 DRIVER DROVE AWAY W MY PURSE 3 DAYS AND @115873 HAS DONE ZERO NOT EVEN A PHONE CALL #TERRIBLESERVICE,@581576 We're sorry to hear this was your experience. Our team is reviewing your email and will be in touch.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
906882,@Uber_Support @119983 if u hv sme Cstmr srvc motivation thn resolv my issue abt  gtn promo ofrs of Dlhi whn  I am usng it in HYD,"@335334 We're ready to look into this, Rishi. Please send us a message with details here: https://t.co/biBCTHpjMe so we can follow up.",promo_credit_issue,AUTO_HANDLE,"Promotion, voucher, or referral discount inquiry."
673333,"@Uber_Support I Scheduled a car this morning and only when it was arriving it told me there was a 1.4x surge price. My journey then proceeded to make me extremely late, not happy 😡",@280608 Let's take a further look into this. Please send us a PM with your email and phone number linked to your account.,trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
1456857,"@Uber_Support 2nd time within 1 month you block my credit cards, because I use uber frequently in different countries. this should be fixed!","@458129 Sorry to hear that, Florian! Please drop us a note at https://t.co/hr88X1ZGuG and a member of our team will follow up.",promo_credit_issue,AUTO_HANDLE,"Promotion, voucher, or referral discount inquiry."
1698792,@Uber_Support I did. No help! I also tried calling and the rep said that her supervisor would call me back in 15 minutes. It has now been almost an hour!!,@231890 We're here to help! We just sent you a DM.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
19683,@Uber_Support left my phone in the uber and the driver confirmed he found it  and will bring it by in 30 min but now 12 hours later his phone is shut off,"@202422 That' doesn't sound right, Alex. Please send us a DM with your account email address and we'll connect.",lost_item,AUTO_HANDLE,Report of forgotten or lost property.
1668414,@Uber_Support No one replied so far. I️ never had an issue with Express Pool or asked for a refund. Only thing I️ did was report an unprofessional driver,"@122728 We were unable to locate a recent support inquiry, please send us a message via the previously provided link.",trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
1249066,"$4.11 for 45min worth of work is kinda like cheap cheap cheap labor
Not cool waiting 30 for a 10"" pizza to bring &lt;2 miles awy
@Uber_Support",@413055 Happy to take a closer look! Can you please send us a DM with your email address so we can follow up?,ride_cancellation_delay,AUTO_HANDLE,Dispute regarding driver cancellation or prolonged wait.
842629,@Uber_Support I have submitted one but note the 'required screenshot' highlights 3 other unrecognized charges- there are many More. Prompt response pls!,@320412 We've followed up via in-app support.,trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
2492466,@Uber_Support why do you allow drivers to use @135616 it is the the worst app to use when in LA. It added at least 10 min. to my ride.,@378967 Here to help! Send us a note via https://t.co/u3MyknJaaN so our team can connect.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
833456,"@Uber_Support I work at a live music venue, and want to set up a specified destination for drop offs and pick ups like I have seen at venues",@318471 We see your message and will be following up via DM.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
19540,"@Uber_Support Your support sucks. I DMed you guys for help and you forwarded me to your help page, but if you read my DM you would see I can't even login.",@120334 Here to help. A member of our team has followed up via DM.,account_access,ESCALATE,Security/account credential issue requiring human verification.
143598,@Uber_Support One tweet and all pending issues being addressed.. @115873 shall close their support system and use @784 as support platform #Uber #Twitter,@148448 Here to help! Please confirm your email address or phone number through direct message so we can further assist.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
876477,"@Uber_Support I've just had a 30min uber ride but not been charged, can you let me know how I can pay Carol (the driver)? Thanks",@328085 Thanks for reaching out! Please DM us your account email address so we can look into this for you. https://t.co/sd7yH5jmbJ,trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
2572123,"@Uber_Support please, I need your help. My accnt has been disabled for no reason, I’m from Mexico and I really need to use uber rn.",@729374 We're here to help! Please send us a note via https://t.co/Md7v036OoC so we can connect.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2023129,"@Uber_Support this person saying ,that he won't cancel his ride n forcing me to cancel .
Despite the fact,that he is nt wilng to come. https://t.co/ufiS1s2dNu","@598336 We're happy to help, Praveen! For more information on this, click here; https://t.co/vPTDSoEYSv. Feel free to reach out with any questions.",ride_cancellation_delay,AUTO_HANDLE,Dispute regarding driver cancellation or prolonged wait.
29581,"@Uber_Support If i am saying that last report was received, that means this feature is already ON in App settings.Can you please check with your backend?","@122497 We're happy to take a closer look, Nitish. Please send us a note at https://t.co/balq3Eyso6 and a member of our team will follow up.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2058789,@Uber_Support @115877 my orderd is taking to long very frustrating a hour and half for McDonald’s that’s only few blocks away,"@608904 Hi Priscilla, did you receive your order? Please DM us your email address on your account if we can be of additional assistance.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
823530,@Uber_Support so I order from uber eats and instead of getting my order I get a completely different order... I was really excited for mine,@316173 Sorry to hear about this! Send us a DM with your email address so we can connect.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1088986,"@115873 @Uber_Support You charged, and blocked, my credit card with more than 1000 dollars by mistake. Could someone there provide a solution?","@376894 Hi, Xavier. We see your DM and will follow up there ASAP!",promo_credit_issue,AUTO_HANDLE,"Promotion, voucher, or referral discount inquiry."
2484345,@Uber_Support I registered for to ride for ubereats almost 2 months ago but my profile states that I am still onboarding - could you help please,@709726 Happy to help! Please DM us your Uber account email address so we can look into this for you.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2367673,@683358 @115873 @Uber_Support @119983 Same happened to me but sadly no action taken by @116288 except for shallow apology. Cant expect human touch from machine based company.,@338021 Let's take a closer look! Send us a note via https://t.co/e8HVorX5rh so our team can follow up.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2262000,@Uber_Support my email confirmation link won’t work and I️ want to schedule a ride to the airport in the morning. Please can you help ASAP?,@658565 Sorry to hear about the trouble! Please send us a note at https://t.co/balq3Eyso6 and a member of our team will follow up.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1008567,"@115873 @Uber_Support @115879 **on the flip side, this trip to Nashville has been great. I'm exhausted but it's fabulous 💪🏼",@358663 -We've been in touch via DM!,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2424804,".@115873 @Uber_Support Thanks for the pool driver that never showed at DCA’s Southwest Airlines arrivals door last night, then cancelled the ride and charged me $5. Shouldn’t get charged when a driver doesn’t show at correct pickup. #shouldausedlyft",@696341 We're here to help. Send us a note at https://t.co/h840Iouehc so our team can connect.,ride_cancellation_delay,AUTO_HANDLE,Dispute regarding driver cancellation or prolonged wait.
821270,@Uber_Support Also I took a ride this morning and afterward looked at my rating and it was 4.74 that can’t be possible. I tipped the driver,"@315618 Thanks for reaching out, Kevin. Feel free to check out https://t.co/ftCLoJW5rY for more details on how ratings are determined.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
720656,@Uber_Support I️ didn’t cancel the ride because I didn’t want to be charged. But if I knew I was going to wait 15 mins for a uber I would have walked.,@292482 Please send us a note at the link provided for further assistance.,ride_cancellation_delay,AUTO_HANDLE,Dispute regarding driver cancellation or prolonged wait.
2846359,"@Uber_Support Look, I was charged TWICE (different amounts) for ONE trip. How is that possible? Both amounts were deducted from my account.",@791671 We can definitely take a closer look! Please send us a DM with your email address so we can follow up.,trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
1888279,Got fraud by one of the Uber Driver earlier this morning @Uber_Support and its been ages I have complained and yet now answer (Y) keep it up.,"@563140 Let's get another pair of eyes on your support request, Umar. Please send us a DM with your Uber account email address and phone number.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2208039,"@Uber_Support Trying to figure out what happened with my account - after one uneventful ride that ended with a tip and five star rating (on my end at least), my rating dropped drastically.","@282172 Thanks for reaching out, Crystan. Feel free to check out https://t.co/ZPDzUBbKxO for more details on how ratings are determined.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2811185,"Hey, @115873 @Uber_Support, what's up with your system? You assigned me a car, waited for more than the 23mins you said it wld take, and then u changed cars w/o notice. And I end up paying P100 cancellation fee. Brilliant! 😡","@783935 Hi there! We're here to help. Send us a note here, https://t.co/e8HVoseGiP and so our team will assist.",ride_cancellation_delay,AUTO_HANDLE,Dispute regarding driver cancellation or prolonged wait.
356178,.@115873 u really need to talk to ur drivers about NOT DROPPING PEOPLE OFF IN #BIKELANES #USTREET #StreetsForPeopleDC @Uber_Support #bikeDC https://t.co/NYtsd45jU4,@200573 We're ready to look into this. Please send us a message with details here: https://t.co/biBCTHpjMe so we can follow up.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1752528,@Uber_Support another day goes by and another day Uber's customer service gets worse. Worst company I have ever had to deal with.,@442716 We followed up with you via DM.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
514057,@115873 @Uber_Support you should offer a service but for trucks and moving vans too instead of people having to go through the hassle of renting a truck or a moving van they would like go to their uber app &amp; request a truck to come and they can bring a piece of furniture somewhere,@238341 Happy to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2892509,@115873 @Uber_Support My wife was forced to pay cash for a ride fr which payment mode was card Now the her Uber Ac is showing pending payment https://t.co/LVmHar9z9d,"@801759 Due to our privacy policy, we're not able to address these concerns over social. Please have the account holder (or the person you're writing in for) contact us at https://t.co/balq3Eyso6 so we can assist them further. Please let us know if you have any other questions.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2817462,@Uber_Support What can a consumer do when driver says to kindly get down and he would cancel the trip due to his other priority?  Why the hell are you charging me cancellation fee when it is cancelled by driver himself. There has been a delay for me and charges on Cancellation fee 9886797651,@785398 We're currently reviewing your email and will be in touch shortly. We appreciate your patience!,ride_cancellation_delay,AUTO_HANDLE,Dispute regarding driver cancellation or prolonged wait.
828421,@Uber_Support That did not work out so well when I contacted y’all before. Look at my profile and look me up in your system.,@317355 Let's take a closer look into this - send us a DM with your phone number so we can connect with you.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1681106,"@Uber_Support and you cant just talk to a human being on the phone to resolve it, its been drawn out for 2 weeks talking to 20 different people via email","@329251 We understand the frustration, Chris. Please keep an eye on your email for updates!",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2699182,@Uber_Support the problem is my brother lost his phone in an uber and can't log into his account online because he doesn't know his password and they keep saying they will send a passcode to his phone. he doesn't have it though,@758325 Due to our privacy policy we're not able to address these concerns over social. Please have the account holder (or the person you're writing in for) contact us at https://t.co/zUe0dj6yoX so we can assist them further. Please let us know if you have any other questions.,account_access,ESCALATE,Security/account credential issue requiring human verification.
2621285,@Uber_Support payment for my trip has been deducted from my bank account through UPI. still uber says the payment is pending. Neither have I rec'd cashback as promised by uber for UPI payments. See attachment https://t.co/DzagzKbWOi,"@740656 Hi there! We're here to help. Send us a note here, https://t.co/dInR3racif and so our team will assist.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1593402,@Uber_Support Hi my customer ref number is c95cf in Melbourne Victoria. Our food was listed as delivered but never arrived? What do we do?,@489717 Here to help! Send us a note here https://t.co/E1hSTdoIlL and our team will be in touch.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2448474,"I knew I should never have gotten an @Uber_Support account, I have NEVER been scammed like this using Lyft. Not shutting up until they drop this lie of a ""cleaning"" fee :(",@701826 We're so sorry for the trouble. Send us a note via https://t.co/a6RfeBkKmr so we can assist.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
762598,@Uber_Support you sent me an email for 50% off because I had to wait for a pool ride which didn’t work &amp; about Ohare when I didn’t take Uber,@302206 Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
676285,@Uber_Support See this is what I don't get. The link you shared specifies that I don't get charged any amount when on authorization hold. But my money is deducted from my bank as well as the Paytm account. Doesn't look like the same issue here,"@281317 Sorry to hear about the continued trouble with this charge, Arvind! We've located your internal outreach and our team is reviewing this further. We'll be back in touch directly there with an update shortly.",trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
74877,@Uber_Support @115873 Booked for a certain amount was charged a lot higher! Stop this right away and refund the money or I will sue you now https://t.co/9xHIt56Dkq,@132753 Here to help! Send us a note here https://t.co/oEOANqFpjc so we can assist.,trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
1113201,@Uber_Support All this told me is you don't change it... he deserved more than 3 stars. Is there a way to leave a suggestion 2 update this effect,"@382722 We truly appreciate your feedback on this. At this time, we are not able to change the rating after it has been submitted.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2811221,@Uber_Support is it like your cab drivers don't have money to buy fuel ⛽️?? A.C. Switched off as your driver can't afford extra fuel consumption!!,"@783940 Hi there! We're here to help. Send us a note here, https://t.co/aBEgvdNWQN and so our team will assist.",other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
2849968,"@Uber_Support i am one driver to uber, the application requested me one photography in vivo for my profile, after taking my picture, uber bloking my usuarie, i need help me",@741757 We can definitely take a look. Send us a DM with your email address so we can follow up.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1968421,@Uber_Support Was Rider Zero when uber launched in my city. This habit of drivers accepting rides well beyond their current location is something that should be checked,@583231 Here to help! Send us a DM with your email address so we can assist.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1170372,"@Uber_Support @115873 my uber just got hit on the highway. The driver blamed it on ""black ladies"" driving. So many issues right now...",@186485 We hope everyone is OK! Please DM us your account email so we can take a closer look into this.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
1812739,@Uber_Support My Uber costed twice the price I was quoted when I confirmed the ride. Can I please get some help understanding why?,"@544589 Hey, Katie. We want to help! Please DM us your email associated with your account and trip details so we can look into this issue.",trip_fare_dispute,AUTO_HANDLE,Billing discrepancy or overcharge claim.
1767593,"@Uber_Support trip back from the airport tonight, £18 - same trip with another taxi company on Saturday £12. Less traffic as well! 🤔😤",@531489 We can definitely can take a look. Send us note here; https://t.co/1xM0TILvAI so our team can assist you.,general_inquiry,AUTO_HANDLE,General procedural inquiry or operational clarification.
2593430,"@Uber_Support We ate the food....it was cold, I went to the link you sent and I have to upload pictures????  It looked fine, it was just cold",@634853 Here to help! Please send us a DM with your email address with details so we can follow up.,other_unroutable,ESCALATE,"Follow-up message, missing context, or unroutable dialogue snippet."
